Form ID,Lobbyist/Registrant,Organization/Firm,Employer,Reporting Period,Lobbyist Compensation,Staff Expenses,Office Expenses,Research Expenses,Communications,Witness Fees or Expenses,Other Operating Expenses,Sponsored Event Expenses,Tickets to Events Expenses,Meal & Bev at Meetings,Meal & Bev for Speaking,Meal & Bev for Officials,Gift expenses,Total Expenses
A019781,"Moore, Jacob",Greenwill Consulting Group,"Golden Entertainment, Inc. (T/A Evitts Resort / Rocky Gap Casino Resort)",12/07/21-04/30/22,"$6,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,000.00"
A019772,"Moore, Jacob",Greenwill Consulting Group,"HPSO Investments LLC, T/A Riverboat on the Potomac",05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A019770,"Moore, Jacob",Greenwill Consulting Group,Town of Upper Marlboro,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A019782,"Moore, Jacob",Greenwill Consulting Group,"Golden Entertainment, Inc. (T/A Evitts Resort / Rocky Gap Casino Resort)",05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A019768,"Moore, Jacob",Greenwill Consulting Group,"Delmock Technologies, Inc.",05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A015621,"Moore, Tonaeya",CASH Campaign of Maryland,CASH Campaign of Maryland,05/01/22-10/31/22,$58.30,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$58.30
A019731,"Moore, Jacob",Greenwill Consulting Group,John Lavoie Representing Maryland Cares for Baseball Coalition,12/07/21-04/30/22,"$4,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,000.00"
A019775,"Moore, Jacob",Greenwill Consulting Group,Nonprofit Prince George's County,12/07/21-04/30/22,"$4,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,500.00"
A019779,"Moore, Jacob",Greenwill Consulting Group,Richard Dipietro - Boonsboro OTB,12/07/21-04/30/22,"$4,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,000.00"
A019774,"Moore, Jacob",Greenwill Consulting Group,Town of Forest Heights,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A020528,"Moore, Jacob",Greenwill Consulting Group,"Fore Axes, LLC",01/25/22-04/30/22,"$4,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,000.00"
A019741,"Moore, Jacob",Greenwill Consulting Group,Town of Hancock,12/07/21-04/30/22,"$7,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,000.00"
A019780,"Moore, Jacob",Greenwill Consulting Group,Richard Dipietro - Boonsboro OTB,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A019776,"Moore, Jacob",Greenwill Consulting Group,Nonprofit Prince George's County,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A019742,"Moore, Jacob",Greenwill Consulting Group,Town of Hancock,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A019784,"Moore, Jacob",Greenwill Consulting Group,"Village Green Mutual Homes, Inc.",05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A020529,"Moore, Jacob",Greenwill Consulting Group,"Fore Axes, LLC",05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A019773,"Moore, Jacob",Greenwill Consulting Group,Town of Forest Heights,12/07/21-04/30/22,"$4,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,000.00"
A019771,"Moore, Jacob",Greenwill Consulting Group,"HPSO Investments LLC, T/A Riverboat on the Potomac",12/07/21-04/30/22,"$4,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,000.00"
A019783,"Moore, Jacob",Greenwill Consulting Group,"Village Green Mutual Homes, Inc.",12/07/21-04/30/22,"$4,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,500.00"
A019767,"Moore, Jacob",Greenwill Consulting Group,"Delmock Technologies, Inc.",12/07/21-04/30/22,"$7,200.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,200.00"
A019790,"Moore, Jacob",Greenwill Consulting Group,"PB Tech & Advisory, LLC",05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A019732,"Moore, Jacob",Greenwill Consulting Group,John Lavoie Representing Maryland Cares for Baseball Coalition,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A019778,"Moore, Jacob",Greenwill Consulting Group,Beddow Montessori School,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A019789,"Moore, Jacob",Greenwill Consulting Group,"PB Tech & Advisory, LLC",12/10/21-04/30/22,"$11,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$11,000.00"
A019769,"Moore, Jacob",Greenwill Consulting Group,Town of Upper Marlboro,12/07/21-04/30/22,"$6,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,000.00"
A015620,"Moore, Tonaeya",CASH Campaign of Maryland,CASH Campaign of Maryland,11/01/21-04/30/22,$871.66,$0.00,$0.00,$0.00,$0.00,$0.00,$150.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,021.66"
A015770,"Morris, Hope",HFAM,Health Facilities Association of Maryland,11/01/21-04/30/22,"$17,298.00",$0.00,$0.00,$0.00,$0.00,$0.00,$50.93,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$17,348.93"
A020808,"Morris, Jeannie","Vicinity Energy, LLC","Vicinity Energy, LLC",05/01/22-10/31/22,$216.00,$310.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$526.00
A020807,"Morris, Jeannie","Vicinity Energy, LLC","Vicinity Energy, LLC",02/21/22-04/30/22,"$1,700.00",$155.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,855.00"
A015771,"Morris, Hope",HFAM,Health Facilities Association of Maryland,05/01/22-10/31/22,"$18,677.00",$0.00,$0.00,$0.00,$0.00,$0.00,$226.31,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$18,903.31"
A014896,"Mudd, Anna",Chesapeake Bay Foundation,Chesapeake Bay Foundation,11/01/21-04/30/22,"$2,016.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,016.00"
A014897,"Mudd, Anna",Chesapeake Bay Foundation,Chesapeake Bay Foundation,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A015658,"Mullin, Matthew",High Street Strategies LLC,CI Renewables,11/01/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A015622,"Mullin, Matthew",High Street Strategies LLC,Blue Oyster Environmental LLC,11/01/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A015632,"Mullin, Matthew",High Street Strategies LLC,Sierra Club,11/01/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A015660,"Mullin, Matthew",High Street Strategies LLC,"US Wind, Inc.",11/01/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A020287,"Mullin, Matthew",High Street Strategies LLC,"KaBoom, Inc.",05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A020294,"Mullin, Matthew",High Street Strategies LLC,"Trulieve, Inc.",01/20/22-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A020286,"Mullin, Matthew",High Street Strategies LLC,"KaBoom, Inc.",01/18/22-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A015630,"Mullin, Matthew",High Street Strategies LLC,Marijuana Policy Project,11/01/21-01/01/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A015661,"Mullin, Matthew",High Street Strategies LLC,"US Wind, Inc.",05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A015623,"Mullin, Matthew",High Street Strategies LLC,Blue Oyster Environmental LLC,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A015659,"Mullin, Matthew",High Street Strategies LLC,CI Renewables,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A015611,"Mullin, Matthew",High Street Strategies LLC,Waterkeepers Chesapeake,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A020295,"Mullin, Matthew",High Street Strategies LLC,"Trulieve, Inc.",05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A015633,"Mullin, Matthew",High Street Strategies LLC,Sierra Club,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A015610,"Mullin, Matthew",High Street Strategies LLC,Waterkeepers Chesapeake,11/01/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A019451,"Murphy, Robin",Disability Rights Maryland,Disability Rights Maryland,11/30/21-04/30/22,"$1,940.01","$10,228.41",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$12,168.42"
A019452,"Murphy, Robin",Disability Rights Maryland,Disability Rights Maryland,05/01/22-10/31/22,$638.44,$987.51,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,625.95"
A021047,"Murray, Rory",Providence Strategies,Chesapeake Real Estate Development,04/06/22-04/30/22,"$2,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$103.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,603.00"
A018028,"Murray, Rory",Providence Strategies,NIC Maryland,05/01/22-10/31/22,"$12,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$103.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$12,103.00"
A021048,"Murray, Rory",Providence Strategies,Chesapeake Real Estate Development,05/01/22-10/31/22,"$15,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$103.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$15,103.00"
A021137,"Murray, Rory",Providence Strategies,Reliable Real Estate Services,05/25/22-10/31/22,"$7,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$103.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,603.00"
A015926,"Murray, Rory",Providence Strategies,Maryland Destination Marketing Organizations,11/01/21-04/30/22,"$3,300.00",$0.00,$0.00,$0.00,$0.00,$0.00,$103.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,403.00"
A015908,"Murray, Rory",Providence Strategies,Underwood & Associates,11/01/21-04/30/22,"$12,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$103.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$12,103.00"
A018037,"Murray, Rory",Providence Strategies,Old Dominion Electric Cooperative,11/01/21-04/30/22,"$8,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$103.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,103.00"
A015909,"Murray, Rory",Providence Strategies,Underwood & Associates,05/01/22-10/31/22,"$37,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$103.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$37,603.00"
A021291,"Murray, Rory",Providence Strategies,Association of Independent Maryland and D.C. Schools,08/22/22-10/31/22,"$4,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$103.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,603.00"
A015924,"Murray, Rory",Providence Strategies,Maryland Association of Soil Conservation Districts,11/01/21-04/30/22,"$3,300.00",$0.00,$0.00,$0.00,$0.00,$0.00,$103.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,403.00"
A015927,"Murray, Rory",Providence Strategies,Maryland Destination Marketing Organizations,05/01/22-10/31/22,"$4,950.00",$0.00,$0.00,$0.00,$0.00,$0.00,$103.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,053.00"
A015925,"Murray, Rory",Providence Strategies,Maryland Association of Soil Conservation Districts,05/01/22-10/31/22,"$4,950.00",$0.00,$0.00,$0.00,$0.00,$0.00,$103.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,053.00"
A015913,"Murray, Rory",Providence Strategies,MD & DC Credit Union Association,05/01/22-10/31/22,"$57,499.98",$0.00,$0.00,$0.00,$0.00,$0.00,$103.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$57,602.98"
A015912,"Murray, Rory",Providence Strategies,MD & DC Credit Union Association,11/01/21-04/30/22,"$60,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$103.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$60,103.00"
A018027,"Murray, Rory",Providence Strategies,NIC Maryland,11/01/21-04/30/22,"$8,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$103.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,103.00"
A018038,"Murray, Rory",Providence Strategies,Old Dominion Electric Cooperative,05/01/22-10/31/22,"$12,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$103.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$12,103.00"
A021281,"Murray, Rory",Providence Strategies,Visit Annapolis and Anne Arundel County,08/16/22-10/31/22,"$3,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$103.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,103.00"
A018169,"Nabers, Mary ","Strategic Partnerships, Inc.","Crowdstrike, Inc.",11/01/21-03/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A019579,"Nalley, Justin",ACLU of Maryland,ACLU of Maryland,11/01/21-03/04/22,"$1,899.57",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,899.57"
A019615,"Nash, Katie",Energy Advocacy,"Carrington & Associates, LLC",12/15/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A020910,"Nash, Katie",Energy Advocacy,Vicinity Energy,03/07/22-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A020940,"Nash, Katie",Energy Advocacy,Arcadia,03/11/22-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A019623,"Nash, Katie",Energy Advocacy,Career Firefighter Association of Frederick County,12/10/21-04/30/22,"$12,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$12,000.00"
A020912,"Nash, Katie",Energy Advocacy,PACE-O-MATIC,03/07/22-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A019613,"Nash, Katie",Energy Advocacy,"Ivory Investments, LLC",12/10/21-04/01/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A019621,"Nash, Katie",Energy Advocacy,Vistra Corporate Services Company,12/10/21-04/30/22,"$30,000.00","$2,500.00","$15,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$47,500.00"
A020916,"Nash, Katie",Energy Advocacy,NTT Data Services,03/07/22-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A013882,"Nash, Katie",Energy Advocacy,Love for Lochlin Foundation,11/01/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A019624,"Nash, Katie",Energy Advocacy,Career Firefighter Association of Frederick County,05/01/22-10/31/22,"$12,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$12,000.00"
A020917,"Nash, Katie",Energy Advocacy,NTT Data Services,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A020914,"Nash, Katie",Energy Advocacy,"Envisage Technologies, LLC",03/07/22-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A019622,"Nash, Katie",Energy Advocacy,Vistra Corporate Services Company,05/01/22-10/31/22,"$30,000.00","$5,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$35,500.00"
A020941,"Nash, Katie",Energy Advocacy,Arcadia,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A019619,"Nash, Katie",Energy Advocacy,Sensys Gatso USA,12/10/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A019617,"Nash, Katie",Energy Advocacy,Greater Good Maryland,12/10/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A020919,"Nash, Katie",Energy Advocacy,"Schneider Electric Buildings America, Inc.",05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A019618,"Nash, Katie",Energy Advocacy,Greater Good Maryland,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A020915,"Nash, Katie",Energy Advocacy,"Envisage Technologies, LLC",05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A020911,"Nash, Katie",Energy Advocacy,Vicinity Energy,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A020920,"Nash, Katie",Energy Advocacy,"SanDow Construction, Inc.",03/07/22-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A013883,"Nash, Katie",Energy Advocacy,Love for Lochlin Foundation,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A020921,"Nash, Katie",Energy Advocacy,"SanDow Construction, Inc.",05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A020939,"Nash, Katie",Energy Advocacy,"Cybersecurity Association of Maryland, Inc.",05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A020942,"Nash, Katie",Energy Advocacy,"Amazon.com Services, LLC",03/11/22-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A020938,"Nash, Katie",Energy Advocacy,"Cybersecurity Association of Maryland, Inc.",03/11/22-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A020918,"Nash, Katie",Energy Advocacy,"Schneider Electric Buildings America, Inc.",03/07/22-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A020913,"Nash, Katie",Energy Advocacy,PACE-O-MATIC,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A020943,"Nash, Katie",Energy Advocacy,"Amazon.com Services, LLC",05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A013922,"Nathanson, Martha",LifeBridge Health,"Lifebridge Health, Inc.",11/01/21-04/30/22,"$50,000.00","$10,000.00",$0.00,$0.00,$0.00,$0.00,"$4,880.70","$3,287.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$68,167.70"
A013923,"Nathanson, Martha",LifeBridge Health,"Lifebridge Health, Inc.",05/01/22-10/31/22,"$70,000.00","$15,000.00",$0.00,$0.00,$0.00,$0.00,"$1,281.21",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$86,281.21"
A018033,"Naugle, Olivia",Marijuana Policy Project ,Marijuana Policy Project,11/01/21-04/30/22,"$1,809.01",$0.00,$135.00,$0.00,$266.12,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,210.13"
A018034,"Naugle, Olivia",Marijuana Policy Project ,Marijuana Policy Project,05/01/22-10/31/22,"$2,899.16",$300.42,$71.25,$0.00,$138.90,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,409.73"
A021138,"Nelson, Karen",Planned Parenthood of Maryland,Planned Parenthood of Maryland,02/24/22-04/29/22,"$6,209.93","$1,332.15",$0.00,$0.00,"$31,100.86",$0.00,$0.00,"$9,773.63",$0.00,$0.00,$0.00,$0.00,$451.50,"$48,868.07"
A014063,"Nethercut, John",Public Justice Center,Public Justice Center,11/01/21-01/23/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A015796,"Nickerson, Sherry",Old Line Government Affairs LLC,Brookfield Power US Asset Management LLC,11/01/21-12/29/21,"$16,200.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$16,200.00"
A015842,"Nickerson, Sherry",Old Line Government Affairs LLC,Kaiser Permanente,11/01/21-12/28/21,"$11,766.68",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$11,766.68"
A015832,"Nickerson, Sherry",Old Line Government Affairs LLC,Public Consulting Group LLC c/o MultiState Associates,11/01/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A015868,"Nickerson, Sherry",Old Line Government Affairs LLC,"Maryland Association of Green Industries, Inc.",11/01/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A015878,"Nickerson, Sherry",Old Line Government Affairs LLC,FEi Systems,11/01/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A020059,"Nickerson, Sherry",Old Line Government Affairs LLC,New Venture Fund,01/07/22-04/30/22,"$8,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,000.00"
A015833,"Nickerson, Sherry",Old Line Government Affairs LLC,Public Consulting Group LLC c/o MultiState Associates,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
