Form ID,Lobbyist/Registrant,clean_lobbyist_registrant,Organization/Firm,clean_organization_firm,Employer,clean_employer,Registration Period
R006556,"Garagiola, Robert J","Garagiola, Robert J","Compass Government Relations Partners, LLC","Compass Government Relations Partners, LLC",American Wind Energy Association,American Wind Energy Association,11/13/20-10/31/21
R006568,"Garagiola, Robert J","Garagiola, Robert J","Compass Government Relations Partners, LLC","Compass Government Relations Partners, LLC",Mid-Atlantic Renewable Energy Coalition Action (MAREC Action),Mid-Atlantic Renewable Energy Coalition Action (MAREC Action),11/13/20-10/31/21
R006581,"Garagiola, Robert J","Garagiola, Robert J","Compass Government Relations Partners, LLC","Compass Government Relations Partners, LLC",Utility Scale Solar Energy Coalition,Utility Scale Solar Energy Coalition,11/13/20-10/31/21
R002617,"Garagiola, Hannah  Powers","Garagiola, Hannah  Powers","Compass Government Relations Partners, LLC","Compass Government Relations Partners, LLC","NextEra Energy Resources, LLC","NextEra Energy Resources, LLC",11/15/19-10/31/20
R003730,"Garagiola, Robert J","Garagiola, Robert J","Compass Government Relations Partners, LLC","Compass Government Relations Partners, LLC",Mid-Atlantic Renewable Energy Coalition Action (MAREC Action),Mid-Atlantic Renewable Energy Coalition Action (MAREC Action),03/02/20-10/31/20
R010241,"Garagiola, Robert J","Garagiola, Robert J","Compass Government Relations Partners, LLC","Compass Government Relations Partners, LLC","NextEra Energy Resources, LLC","NextEra Energy Resources, LLC",11/01/21-10/31/22
R007074,"Garagiola, Robert J","Garagiola, Robert J","Compass Government Relations Partners, LLC","Compass Government Relations Partners, LLC",CCAN Action Fund,CCAN Action Fund,01/06/21-10/31/21
R002555,"Garagiola, Robert J","Garagiola, Robert J","Compass Management Partners, Inc.","Compass Management Partners, Inc.","Coalition for Community Solar Access, Inc.","Coalition for Community Solar Access, Inc.",11/13/19-10/31/20
R002558,"Garagiola, Robert J","Garagiola, Robert J","Compass Management Partners, Inc.","Compass Management Partners, Inc.",Utility Scale Solar Energy Coalition,Utility Scale Solar Energy Coalition,11/13/19-10/31/20
R006332,"Garagiola, Hannah  Powers","Garagiola, Hannah  Powers","Compass Government Relations Partners, LLC","Compass Government Relations Partners, LLC",Mid-Atlantic Renewable Energy Coalition Action (MAREC Action),Mid-Atlantic Renewable Energy Coalition Action (MAREC Action),11/01/20-10/31/21
R006376,"Garagiola, Hannah  Powers","Garagiola, Hannah  Powers","Compass Government Relations Partners, LLC","Compass Government Relations Partners, LLC","NextEra Energy Resources, LLC","NextEra Energy Resources, LLC",11/01/20-10/31/21
R012050,"Garagiola, Hannah  Powers","Garagiola, Hannah  Powers","Compass Government Relations Partners, LLC","Compass Government Relations Partners, LLC",Mid-Atlantic Renewable Energy Coalition Action (MAREC Action),Mid-Atlantic Renewable Energy Coalition Action (MAREC Action),07/04/22-10/31/22
R012132,"Garagiola, Hannah  Powers","Garagiola, Hannah  Powers","Compass Government Relations Partners, LLC","Compass Government Relations Partners, LLC",American Clean Power,American Clean Power,08/22/22-10/31/22
R007073,"Garagiola, Hannah  Powers","Garagiola, Hannah  Powers","Compass Government Relations Partners, LLC","Compass Government Relations Partners, LLC",CCAN Action Fund,CCAN Action Fund,01/06/21-10/31/21
R003785,"Garagiola, Hannah  Powers","Garagiola, Hannah  Powers","Compass Government Relations Partners, LLC","Compass Government Relations Partners, LLC",Utility Scale Solar Energy Coalition,Utility Scale Solar Energy Coalition,03/10/20-10/31/20
R006308,"Garagiola, Hannah  Powers","Garagiola, Hannah  Powers","Compass Government Relations Partners, LLC","Compass Government Relations Partners, LLC",American Wind Energy Association,American Wind Energy Association,11/01/20-10/31/21
R006557,"Garagiola, Robert J","Garagiola, Robert J","Compass Government Relations Partners, LLC","Compass Government Relations Partners, LLC","Coalition for Community Solar Access, Inc.","Coalition for Community Solar Access, Inc.",11/13/20-10/31/21
R006577,"Garagiola, Robert J","Garagiola, Robert J","Compass Government Relations Partners, LLC","Compass Government Relations Partners, LLC","NextEra Energy Resources, LLC","NextEra Energy Resources, LLC",11/13/20-10/31/21
R010218,"Garagiola, Robert J","Garagiola, Robert J","Compass Government Relations Partners, LLC","Compass Government Relations Partners, LLC",Mid-Atlantic Renewable Energy Coalition Action (MAREC Action),Mid-Atlantic Renewable Energy Coalition Action (MAREC Action),11/01/21-10/31/22
R014793,"Garagiola, Hannah  Powers","Garagiola, Hannah  Powers","Compass Government Relations Partners, LLC","Compass Government Relations Partners, LLC","NextEra Energy Resources, LLC","NextEra Energy Resources, LLC",11/01/22-10/31/23
R006422,"Garagiola, Hannah  Powers","Garagiola, Hannah  Powers","Compass Government Relations Partners, LLC","Compass Government Relations Partners, LLC",Utility Scale Solar Energy Coalition,Utility Scale Solar Energy Coalition,11/01/20-10/31/21
R002486,"Garagiola, Robert J","Garagiola, Robert J","Compass Government Relations Partners, LLC","Compass Government Relations Partners, LLC","NextEra Energy Resources, LLC","NextEra Energy Resources, LLC",11/08/19-10/31/20
R002616,"Garagiola, Hannah  Powers","Garagiola, Hannah  Powers","Compass Government Relations Partners, LLC","Compass Government Relations Partners, LLC",Mid-Atlantic Renewable Energy Coalition Action (MAREC Action),Mid-Atlantic Renewable Energy Coalition Action (MAREC Action),11/15/19-10/31/20
R003731,"Garagiola, Robert J","Garagiola, Robert J","Compass Government Relations Partners, LLC","Compass Government Relations Partners, LLC",American Wind Energy Association,American Wind Energy Association,03/02/20-10/31/20
R003783,"Garagiola, Hannah  Powers","Garagiola, Hannah  Powers","Compass Government Relations Partners, LLC","Compass Government Relations Partners, LLC","Coalition for Community Solar Access, Inc.","Coalition for Community Solar Access, Inc.",03/10/20-10/31/20
R010379,"Garagiola, Robert J","Garagiola, Robert J","Compass Government Relations Partners, LLC","Compass Government Relations Partners, LLC","Coalition for Community Solar Access, Inc.","Coalition for Community Solar Access, Inc.",11/01/21-10/31/22
R014863,"Garagiola, Hannah  Powers","Garagiola, Hannah  Powers","Compass Government Relations Partners, LLC","Compass Government Relations Partners, LLC",Mid-Atlantic Renewable Energy Coalition Action (MAREC Action),Mid-Atlantic Renewable Energy Coalition Action (MAREC Action),11/01/22-10/31/23
R014885,"Garagiola, Robert J","Garagiola, Robert J","Compass Government Relations Partners, LLC","Compass Government Relations Partners, LLC",Mid-Atlantic Renewable Energy Coalition Action (MAREC Action),Mid-Atlantic Renewable Energy Coalition Action (MAREC Action),11/01/22-10/31/23
R014894,"Geraldo, Manuel , Jr.","Geraldo, Manuel , Jr.",Washington Gas,Washington Gas,Washington Gas Light,Washington Gas Light,11/01/22-10/31/23
R002761,"Gibbons, Leah ","Gibbons, Leah ","NRG Energy, Inc.",NRG Energy,"NRG Energy, Inc.","NRG Energy, Inc.",12/02/19-10/31/20
R004605,"Gibbons, Leah ","Gibbons, Leah ","NRG Energy, Inc.",NRG Energy,"NRG Energy, Inc.","NRG Energy, Inc.",11/01/20-10/31/21
R011382,"Glidewell, Robert Merritt","Glidewell, Robert Merritt",Glidewell Consulting Inc.,Glidewell Consulting Inc.,Washington Gas,Washington Gas,01/11/22-04/13/22
R011347,"Glidewell, Robert Merritt","Glidewell, Robert Merritt",Glidewell Consulting Inc.,Glidewell Consulting Inc.,"Exelon Corporation c/o G.S. Proctor & Associates, Inc.","Exelon Corporation c/o G.S. Proctor & Associates, Inc.",01/10/22-10/31/22
R003103,"Glidewell, Robert Merritt","Glidewell, Robert Merritt",Glidewell Consulting Inc.,Glidewell Consulting Inc.,Washington Gas,Washington Gas,01/06/20-04/30/20
R007084,"Glidewell, Robert Merritt","Glidewell, Robert Merritt",Glidewell Consulting Inc.,Glidewell Consulting Inc.,Washington Gas,Washington Gas,01/13/21-04/13/21
R007086,"Glidewell, Robert Merritt","Glidewell, Robert Merritt",Glidewell Consulting Inc.,Glidewell Consulting Inc.,"Exelon Corporation c/o G.S. Proctor & Associates, Inc.","Exelon Corporation c/o G.S. Proctor & Associates, Inc.",01/13/21-04/13/21
R006903,"Goodfriend, David ","Goodfriend, David ","Emmer Consulting, Inc.","Emmer Consulting, Inc.",Lennar Corporation,Lennar Corporation,12/10/20-04/30/21
R002917,"Grace, Sandy ","Grace, Sandy ",Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,01/06/20-10/31/20
R005344,"Grace, Sandy ","Grace, Sandy ",Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,11/01/20-10/31/21
R013011,"Grace, Sandy ","Grace, Sandy ",Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,11/01/22-10/31/23
R008754,"Grace, Sandy ","Grace, Sandy ",Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,11/01/21-10/31/22
R004326,"Grealy, Anne M","Grealy, Anne M",FirstEnergy,FirstEnergy,"FirstEnergy, Corp.","FirstEnergy, Corp.",11/01/20-10/31/21
R011038,"Grealy, Anne M","Grealy, Anne M",FirstEnergy,FirstEnergy,"FirstEnergy, Corp.","FirstEnergy, Corp.",12/01/21-03/01/22
R003195,"Grealy, Anne M","Grealy, Anne M",FirstEnergy,FirstEnergy,"FirstEnergy, Corp.","FirstEnergy, Corp.",01/09/20-10/31/20
R002105,"Greenfield, Aaron J.","Greenfield, Aaron J.","Greenfield Law, LLC","Greenfield Law, LLC","Bioenergy Development Group, LLC","Bioenergy Development Group, LLC",11/01/19-10/31/20
R014325,"Greenfield, Aaron J.","Greenfield, Aaron J.","Greenfield Law, LLC","Greenfield Law, LLC","Bioenergy Development Group, LLC","Bioenergy Development Group, LLC",11/01/22-10/31/23
R010017,"Greenfield, Aaron J.","Greenfield, Aaron J.","Greenfield Law, LLC","Greenfield Law, LLC","Bioenergy Development Group, LLC","Bioenergy Development Group, LLC",11/01/21-10/31/22
R014329,"Griffin, Andrew ","Griffin, Andrew ",Maryland Chamber of Commerce,Maryland Chamber of Commerce,Maryland Chamber of Commerce,Maryland Chamber of Commerce,11/01/22-10/31/23
R006750,"Guido, Jeffry F","Guido, Jeffry F","Consulting by JLG, LLC","Consulting by JLG, LLC","Consulting by JLG, LLC","Consulting by JLG, LLC",11/27/20-04/30/21
R001816,"Gulstone, Ronan ","Gulstone, Ronan ",Washington Gas,Washington Gas,Washington Gas,Washington Gas,11/01/19-12/13/19
R001394,"Gutman, Howard ","Gutman, Howard ",Gutman Group,Gutman Group,"Orsted Wind Power North America, Inc.","Orsted Wind Power North America, Inc.",11/01/19-04/15/20
R005744,"Hammen, Pete A","Hammen, Pete A","The Capital Law Firm, PA","The Capital Law Firm, PA",WGL Energy,WGL Energy,11/01/20-10/31/21
R014215,"Hammen, Peter A","Hammen, Peter A",Kress Hammen Government Affairs,Kress Hammen Government Affairs,Easton Utilities Commission,Easton Utilities Commission,11/01/22-10/31/23
R011138,"Hammen, Peter A","Hammen, Peter A",Kress Hammen Government Affairs,Kress Hammen Government Affairs,Easton Utilities Commission,Easton Utilities Commission,12/09/21-10/31/22
R008569,"Hammen, Pete A","Hammen, Pete A",Kress Hammen Inc,Kress Hammen Inc,"Retail Energy Supply Association, The","Retail Energy Supply Association, The",11/01/21-10/31/22
R014368,"Hammen, Peter A","Hammen, Peter A",Kress Hammen Government Affairs,Kress Hammen Government Affairs,Brookfield Power US Asset Management LLC,Brookfield Power US Asset Management LLC,11/01/22-10/31/23
R005743,"Hammen, Pete A","Hammen, Pete A","The Capital Law Firm, PA","The Capital Law Firm, PA","Retail Energy Supply Association, The","Retail Energy Supply Association, The",11/01/20-10/31/21
R008553,"Hammen, Pete A","Hammen, Pete A",Kress Hammen Inc,Kress Hammen Inc,WGL Energy,WGL Energy,11/01/21-10/31/22
R011270,"Hammen, Peter A","Hammen, Peter A",Kress Hammen Government Affairs,Kress Hammen Government Affairs,Brookfield Power US Asset Management LLC,Brookfield Power US Asset Management LLC,01/01/22-10/31/22
R007009,"Harbeson, Kristen ","Harbeson, Kristen ",Maryland League of Conservation Voters,Maryland League of Conservation Voters,Maryland League of Conservation Voters,Maryland League of Conservation Voters,01/04/21-10/31/21
R000708,"Harting, Marta ","Harting, Marta ",Venable LLP,Venable LLP,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,11/01/19-10/31/20
R000731,"Harting, Marta ","Harting, Marta ",Venable LLP,Venable LLP,Domtar Corporation,Domtar Corporation,11/01/19-10/31/20
R004451,"Harting, Marta ","Harting, Marta ",Venable LLP,Venable LLP,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,11/01/20-10/31/21
R012459,"Harting, Marta ","Harting, Marta ",Venable LLP,Venable LLP,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,11/01/22-10/31/23
R000812,"Harting, Marta ","Harting, Marta ",Venable LLP,Venable LLP,Washington Gas,Washington Gas,11/01/19-10/31/20
R008723,"Harting, Marta ","Harting, Marta ",Venable LLP,Venable LLP,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,11/01/21-10/31/22
R011681,"Hawkins, Jarryd ","Hawkins, Jarryd ",High Street Strategies LLC,High Street Strategies LLC,"US Wind, Inc.","US Wind, Inc.",02/11/22-10/31/22
R010998,"Hawkins, Lillian ","Hawkins, Lillian ",Food & Water Watch,Food & Water Watch,Food & Water Watch,Food & Water Watch,11/01/21-09/07/22
R011680,"Hawkins, Jarryd ","Hawkins, Jarryd ",High Street Strategies LLC,High Street Strategies LLC,Sierra Club,Sierra Club,02/11/22-11/01/22
R005646,"Hawkins, Lillian ","Hawkins, Lillian ",Food & Water Watch,Food & Water Watch,Food & Water Watch,Food & Water Watch,11/01/20-10/31/21
R014532,"Hawkins, Jarryd ","Hawkins, Jarryd ",High Street Strategies LLC,High Street Strategies LLC,CI Renewables,CI Renewables,11/01/22-10/31/23
R014530,"Hawkins, Jarryd ","Hawkins, Jarryd ",High Street Strategies LLC,High Street Strategies LLC,"US Wind, Inc.","US Wind, Inc.",11/01/22-10/31/23
R011684,"Hawkins, Jarryd ","Hawkins, Jarryd ",High Street Strategies LLC,High Street Strategies LLC,CI Renewables,CI Renewables,02/11/22-10/31/22
R002757,"Hawkins, Lillian ","Hawkins, Lillian ",Food & Water Watch,Food & Water Watch,Food & Water Watch,Food & Water Watch,11/30/19-10/31/20
R001682,"Hershkowitz, Steven ","Hershkowitz, Steven ",Chesapeake Climate Action Network Action Fund ,Chesapeake Climate Action Network Action Fund,Chesapeake Climate Action Network Action Fund,Chesapeake Climate Action Network Action Fund,11/01/19-07/16/20
R006918,"Hess, Brian ","Hess, Brian ","Emmer Consulting, Inc. ","Emmer Consulting, Inc.",Lennar Corporation,Lennar Corporation,12/10/20-04/30/21
R003836,"Hessler, Therese Marie","Hessler, Therese Marie",Ashlar Government Relations,Ashlar Government Relations,Prince George's County Council,Prince George's County Council,12/09/19-10/31/20
R001133,"Hogan, Patrick John","Hogan, Patrick John",Cornerstone Government Affairs,Cornerstone Government Affairs,"Choptank Electric Cooperative, Inc.","Choptank Electric Cooperative, Inc.",11/01/19-10/31/20
R011958,"Hogan, Patrick John","Hogan, Patrick John",Cornerstone Government Affairs,Cornerstone Government Affairs,"NRG Energy, Inc.","NRG Energy, Inc.",05/13/22-10/31/22
R001292,"Hogan, Patrick John","Hogan, Patrick John",Cornerstone Government Affairs,Cornerstone Government Affairs,Dominion Energy,Dominion Energy,11/01/19-09/30/20
R000882,"Hogan, Patrick John","Hogan, Patrick John",Cornerstone Government Affairs,Cornerstone Government Affairs,Dominion Energy,Dominion Energy,10/23/19-10/31/19
R005031,"Jacobson, Jonas A","Jacobson, Jonas A",Perry White Ross & Jacobson,Perry White Ross & Jacobson,"FirstEnergy, Corp.","FirstEnergy, Corp.",11/01/20-10/31/21
R005133,"Jacobson, Jonas A","Jacobson, Jonas A",Perry White Ross & Jacobson,Perry White Ross & Jacobson,Public Service Enterprise Group,Public Service Enterprise Group,11/01/20-10/31/21
R008480,"Jacobson, Jonas A","Jacobson, Jonas A",Perry White Ross & Jacobson,Perry White Ross & Jacobson,"GenOn Mid-Atlantic, Inc.","GenOn Mid-Atlantic, Inc.",11/01/21-10/31/22
R008478,"Jacobson, Jonas A","Jacobson, Jonas A",Perry White Ross & Jacobson,Perry White Ross & Jacobson,"FirstEnergy, Corp.","FirstEnergy, Corp.",11/01/21-10/31/22
R000875,"Jacobson, Jonas A","Jacobson, Jonas A",Perry White Ross & Jacobson,Perry White Ross & Jacobson,Curtis Bay Energy,Curtis Bay Energy,11/01/19-10/31/20
R000884,"Jacobson, Jonas A","Jacobson, Jonas A",Perry White Ross & Jacobson,Perry White Ross & Jacobson,First Energy Service Company,First Energy Service Company,11/01/19-10/31/20
R005171,"Jacobson, Jonas A","Jacobson, Jonas A",Perry White Ross & Jacobson,Perry White Ross & Jacobson,Washington Gas,Washington Gas,11/01/20-10/31/21
R013137,"Jacobson, Jonas A","Jacobson, Jonas A",Perry White Ross & Jacobson,Perry White Ross & Jacobson,"GenOn Mid-Atlantic, Inc.","GenOn Mid-Atlantic, Inc.",11/01/22-10/31/23
R008513,"Jacobson, Jonas A","Jacobson, Jonas A",Perry White Ross & Jacobson,Perry White Ross & Jacobson,Public Service Enterprise Group,Public Service Enterprise Group,11/01/21-10/31/22
R005036,"Jacobson, Jonas A","Jacobson, Jonas A",Perry White Ross & Jacobson,Perry White Ross & Jacobson,"GenOn Mid-Atlantic, Inc.","GenOn Mid-Atlantic, Inc.",11/01/20-10/31/21
R013136,"Jacobson, Jonas A","Jacobson, Jonas A",Perry White Ross & Jacobson,Perry White Ross & Jacobson,"FirstEnergy, Corp.","FirstEnergy, Corp.",11/01/22-10/31/23
R013171,"Jacobson, Jonas A","Jacobson, Jonas A",Perry White Ross & Jacobson,Perry White Ross & Jacobson,Public Service Enterprise Group,Public Service Enterprise Group,11/01/22-10/31/23
R005006,"Jacobson, Jonas A","Jacobson, Jonas A",Perry White Ross & Jacobson,Perry White Ross & Jacobson,Curtis Bay Energy,Curtis Bay Energy,11/01/20-10/31/21
R011862,"Jacobson, Jonas A","Jacobson, Jonas A",Perry White Ross & Jacobson,Perry White Ross & Jacobson,"Carroll Independent Fuel, LLC","Carroll Independent Fuel, LLC",08/30/22-10/31/22
R000885,"Jacobson, Jonas A","Jacobson, Jonas A",Perry White Ross & Jacobson,Perry White Ross & Jacobson,"GenOn Mid-Atlantic, Inc.","GenOn Mid-Atlantic, Inc.",11/01/19-10/31/20
R001996,"Jacobson, Jonas A","Jacobson, Jonas A",Perry White Ross & Jacobson,Perry White Ross & Jacobson,Washington Gas,Washington Gas,11/01/19-10/31/20
R003962,"Jacobson, Jonas A","Jacobson, Jonas A",Perry White Ross & Jacobson,Perry White Ross & Jacobson,Public Service Enterprise Group,Public Service Enterprise Group,06/08/20-10/31/20
R013188,"Jacobson, Jonas A","Jacobson, Jonas A",Perry White Ross & Jacobson,Perry White Ross & Jacobson,Washington Gas,Washington Gas,11/01/22-10/31/23
R008529,"Jacobson, Jonas A","Jacobson, Jonas A",Perry White Ross & Jacobson,Perry White Ross & Jacobson,Washington Gas,Washington Gas,11/01/21-10/31/22
R001729,"Johansen, Michael V","Johansen, Michael V",Rifkin Weiner Livingston LLC,Rifkin Weiner Livingston LLC,"Pepco Holdings, Inc.","Pepco Holdings, Inc.",11/01/19-10/31/20
R005058,"Johansen, Michael V","Johansen, Michael V",Rifkin Weiner Livingston LLC,Rifkin Weiner Livingston LLC,"Waste Management, Inc.","Waste Management, Inc.",11/01/20-10/31/21
R013580,"Johansen, Michael V","Johansen, Michael V",Rifkin Weiner Livingston LLC,Rifkin Weiner Livingston LLC,"Berkshire Hathaway Energy GT&S, LLC","Berkshire Hathaway Energy GT&S, LLC",11/01/22-10/31/23
R013625,"Johansen, Michael V","Johansen, Michael V",Rifkin Weiner Livingston LLC,Rifkin Weiner Livingston LLC,Colonial Pipeline Company,Colonial Pipeline Company,11/01/22-10/31/23
R001737,"Johansen, Michael V","Johansen, Michael V",Rifkin Weiner Livingston LLC,Rifkin Weiner Livingston LLC,"Waste Management, Inc.","Waste Management, Inc.",11/01/19-10/31/20
R001602,"Johansen, Michael V","Johansen, Michael V",Rifkin Weiner Livingston LLC,Rifkin Weiner Livingston LLC,Dominion Energy,Dominion Energy,11/01/19-10/31/20
R009129,"Johansen, Michael V","Johansen, Michael V",Rifkin Weiner Livingston LLC,Rifkin Weiner Livingston LLC,"Waste Management, Inc.","Waste Management, Inc.",11/01/21-10/31/22
R004783,"Johansen, Michael V","Johansen, Michael V",Rifkin Weiner Livingston LLC,Rifkin Weiner Livingston LLC,"Berkshire Hathaway Energy GT&S, LLC","Berkshire Hathaway Energy GT&S, LLC",11/01/20-10/31/21
R005007,"Johansen, Michael V","Johansen, Michael V",Rifkin Weiner Livingston LLC,Rifkin Weiner Livingston LLC,"Pepco Holdings, Inc.","Pepco Holdings, Inc.",11/01/20-10/31/21
R008966,"Johansen, Michael V","Johansen, Michael V",Rifkin Weiner Livingston LLC,Rifkin Weiner Livingston LLC,"Pepco Holdings, Inc.","Pepco Holdings, Inc.",11/01/21-10/31/22
R013855,"Johansen, Michael V","Johansen, Michael V",Rifkin Weiner Livingston LLC,Rifkin Weiner Livingston LLC,"Pepco Holdings, Inc.","Pepco Holdings, Inc.",11/01/22-10/31/23
R008886,"Johansen, Michael V","Johansen, Michael V",Rifkin Weiner Livingston LLC,Rifkin Weiner Livingston LLC,"Berkshire Hathaway Energy GT&S, LLC","Berkshire Hathaway Energy GT&S, LLC",11/01/21-10/31/22
R009121,"Johansen, Michael V","Johansen, Michael V",Rifkin Weiner Livingston LLC,Rifkin Weiner Livingston LLC,TC Energy,TC Energy,11/01/21-10/31/22
R008906,"Johansen, Michael V","Johansen, Michael V",Rifkin Weiner Livingston LLC,Rifkin Weiner Livingston LLC,Colonial Pipeline Company,Colonial Pipeline Company,11/01/21-10/31/22
R013870,"Johansen, Michael V","Johansen, Michael V",Rifkin Weiner Livingston LLC,Rifkin Weiner Livingston LLC,"Waste Management, Inc.","Waste Management, Inc.",11/01/22-10/31/23
R001214,"Johnson, Robert G.","Johnson, Robert G.","Capitol Strategies, LLC","Capitol Strategies, LLC",Covanta Energy LLC,Covanta Energy LLC,11/01/19-10/31/20
R001255,"Johnson, Robert G.","Johnson, Robert G.","Capitol Strategies, LLC","Capitol Strategies, LLC",Exelon Corporation,Exelon Corporation,11/01/19-10/31/20
R006782,"Jones, Lisa ","Jones, Lisa ",Harris Jones & Malone,Harris Jones & Malone,"Wheelabrator Technologies, Inc.","Wheelabrator Technologies, Inc.",11/30/20-10/31/21
R009222,"Jones, Lisa ","Jones, Lisa ",Harris Jones & Malone,Harris Jones & Malone,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,11/01/21-10/31/22
R009216,"Jones, Lisa ","Jones, Lisa ",Harris Jones & Malone,Harris Jones & Malone,Curtis Bay Medical Waste Services,Curtis Bay Medical Waste Services,11/01/21-10/31/22
R013203,"Jones, Lisa ","Jones, Lisa ",Harris Jones & Malone,Harris Jones & Malone,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,11/01/22-10/31/23
R001471,"Jones, Lisa ","Jones, Lisa ",Harris Jones & Malone,Harris Jones & Malone,"P3 Group, The","P3 Group, The",11/01/19-10/31/20
R006067,"Jones, Lisa ","Jones, Lisa ",Harris Jones & Malone,Harris Jones & Malone,"P3 Group, The","P3 Group, The",11/01/20-10/31/21
R006083,"Jones, Lisa ","Jones, Lisa ",Harris Jones & Malone,Harris Jones & Malone,Curtis Bay Medical Waste Services,Curtis Bay Medical Waste Services,11/01/20-10/31/21
R001343,"Jones, Lisa ","Jones, Lisa ",Harris Jones & Malone,Harris Jones & Malone,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,11/01/19-10/31/20
R006032,"Jones, Lisa ","Jones, Lisa ",Harris Jones & Malone,Harris Jones & Malone,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,11/01/20-10/31/21
R009010,"Jones, Lisa ","Jones, Lisa ",Harris Jones & Malone,Harris Jones & Malone,"Wheelabrator Technologies, Inc.","Wheelabrator Technologies, Inc.",11/01/21-10/31/22
R009219,"Jones, Lisa ","Jones, Lisa ",Harris Jones & Malone,Harris Jones & Malone,"P3 Group, The","P3 Group, The",11/01/21-10/31/22
R015012,"Jones, Lisa ","Jones, Lisa ",Harris Jones & Malone,Harris Jones & Malone,"Wheelabrator Technologies, Inc.","Wheelabrator Technologies, Inc.",11/01/22-10/31/23
R014471,"Jones, Lisa ","Jones, Lisa ",Harris Jones & Malone,Harris Jones & Malone,"P3 Group, The","P3 Group, The",11/01/22-10/31/23
R011198,"Kane, Stephanie ","Kane, Stephanie ",Old Dominion Electric Cooperative,Old Dominion Electric Cooperative,Old Dominion Electric Cooperative,Old Dominion Electric Cooperative,12/13/21-10/31/22
R007548,"Kapsis, James ","Kapsis, James ","The Ad Hoc Group, Inc.","The Ad Hoc Group, Inc.","Maryland Geothermal Association, The","Maryland Geothermal Association, The",02/24/21-07/01/21
R006522,"Karkhanis, Neal  ","Karkhanis, Neal  ","Funk & Bolton, P.A.","Funk & Bolton, P.A.",City of Bowie,City of Bowie,11/01/20-10/31/21
R000061,"Kasemeyer, Pamela M","Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.","Schwartz, Metz & Wise, P.A.",Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,11/01/19-10/31/20
R000083,"Kasemeyer, Pamela M","Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.","Schwartz, Metz & Wise, P.A.","Waste Management, Inc.","Waste Management, Inc.",11/01/19-10/31/20
R008866,"Kasemeyer, Pamela M","Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.","Schwartz, Metz & Wise, P.A.","Waste Management, Inc.","Waste Management, Inc.",11/01/21-10/31/22
R004672,"Kasemeyer, Pamela M","Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.","Schwartz, Metz & Wise, P.A.",Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,11/01/20-10/31/21
R008863,"Kasemeyer, Pamela M","Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.","Schwartz, Metz & Wise, P.A.",National Waste & Recycling Association,National Waste & Recycling Association,11/01/21-10/31/22
R011783,"Kasemeyer, Pamela M","Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.","Schwartz, Metz & Wise, P.A.",Northern Virginia Electric Cooperative,Northern Virginia Electric Cooperative,02/25/22-10/31/22
R004764,"Kasemeyer, Pamela M","Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.","Schwartz, Metz & Wise, P.A.",National Waste & Recycling Association,National Waste & Recycling Association,11/01/20-10/31/21
R004772,"Kasemeyer, Pamela M","Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.","Schwartz, Metz & Wise, P.A.","Waste Management, Inc.","Waste Management, Inc.",11/01/20-10/31/21
R013074,"Kasemeyer, Pamela M","Kasemeyer, Pamela M","Schwartz, Metz, Wise & Kauffman P.A.","Schwartz, Metz, Wise & Kauffman, P.A.","Waste Management, Inc.","Waste Management, Inc.",11/01/22-10/31/23
R013441,"Kasemeyer, Pamela M","Kasemeyer, Pamela M","Schwartz, Metz, Wise & Kauffman P.A.","Schwartz, Metz, Wise & Kauffman, P.A.",Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,11/01/22-10/31/23
R000081,"Kasemeyer, Pamela M","Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.","Schwartz, Metz & Wise, P.A.",National Waste & Recycling Association,National Waste & Recycling Association,11/01/19-10/31/20
